;Vviento00;Vviento01;Vviento02;Vviento03;Vviento04;Vviento05;Vviento06;Vviento07;Vviento08;Vviento09;Vviento10;Vviento11;Vviento12;Vviento13;Vviento14;Vviento15;Vviento16;Vviento17;Vviento18;Vviento19;Vviento20;Vviento21;Vviento22;Vviento23;AlturaOlas00;AlturaOlas01;AlturaOlas02;AlturaOlas03;AlturaOlas04;AlturaOlas05;AlturaOlas06;AlturaOlas07;AlturaOlas08;AlturaOlas09;AlturaOlas10;AlturaOlas11;AlturaOlas12;AlturaOlas13;AlturaOlas14;AlturaOlas15;AlturaOlas16;AlturaOlas17;AlturaOlas18;AlturaOlas19;AlturaOlas20;AlturaOlas21;AlturaOlas22;AlturaOlas23;PeriodoOlas00;PeriodoOlas01;PeriodoOlas02;PeriodoOlas03;PeriodoOlas04;PeriodoOlas05;PeriodoOlas06;PeriodoOlas07;PeriodoOlas08;PeriodoOlas09;PeriodoOlas10;PeriodoOlas11;PeriodoOlas12;PeriodoOlas13;PeriodoOlas14;PeriodoOlas15;PeriodoOlas16;PeriodoOlas17;PeriodoOlas18;PeriodoOlas19;PeriodoOlas20;PeriodoOlas21;PeriodoOlas22;PeriodoOlas23;Temperatura00;Temperatura01;Temperatura02;Temperatura03;Temperatura04;Temperatura05;Temperatura06;Temperatura07;Temperatura08;Temperatura09;Temperatura10;Temperatura11;Temperatura12;Temperatura13;Temperatura14;Temperatura15;Temperatura16;Temperatura17;Temperatura18;Temperatura19;Temperatura20;Temperatura21;Temperatura22;Temperatura23;Lluvia00;Lluvia01;Lluvia02;Lluvia03;Lluvia04;Lluvia05;Lluvia06;Lluvia07;Lluvia08;Lluvia09;Lluvia10;Lluvia11;Lluvia12;Lluvia13;Lluvia14;Lluvia15;Lluvia16;Lluvia17;Lluvia18;Lluvia19;Lluvia20;Lluvia21;Lluvia22;Lluvia23;Nubosidad00;Nubosidad01;Nubosidad02;Nubosidad03;Nubosidad04;Nubosidad05;Nubosidad06;Nubosidad07;Nubosidad08;Nubosidad09;Nubosidad10;Nubosidad11;Nubosidad12;Nubosidad13;Nubosidad14;Nubosidad15;Nubosidad16;Nubosidad17;Nubosidad18;Nubosidad19;Nubosidad20;Nubosidad21;Nubosidad22;Nubosidad23
21.06.2023;7;4;3;4;4;3;3;2;1;1;3;5;7;9;9;10;11;12;12;11;10;7;4;4;0.6;0.6;0.6;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.4;0.4;0.4;0.4;0.4;0.5;0.5;0.6;0.6;0.6;0.6;0.6;0.6;0.6;16;16;16;16;16;16;16;16;16;16;6;16;16;6;16;16;16;16;4;3;4;4;4;4;15;14;14;13;13;12;12;14;15;17;18;18;19;19;19;19;19;19;18;18;17;16;15;15;;;;;;;;;;;;;;;;;;;;;0.1;0.2;;;100;12;18;6;11;6;6;51;100;31;61;39;12;;12;8;8;6;6;;;;;
22.06.2023;5;5;5;5;5;5;5;5;4;3;0;3;6;8;8;8;9;10;10;11;12;10;9;8;0.5;0.5;0.5;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.5;0.6;0.6;0.6;0.6;19;19;19;19;6;6;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;17;17;17;14;13;13;12;12;11;11;13;15;16;18;19;19;19;19;19;19;19;18;18;17;17;16;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;10;7;;59;100;100;100;100;100;100
23.06.2023;11;10;11;12;13;13;14;12;14;16;17;17;17;15;15;14;16;16;16;16;16;15;14;13;0.7;0.7;0.8;0.9;1.1;1.1;1.2;1.3;1.4;1.7;1.9;2;2;1.9;1.8;1.8;1.9;1.9;1.9;2;2;2;1.9;1.8;17;4;4;4;5;5;5;5;6;6;6;7;7;7;7;7;7;7;7;7;7;7;7;7;17;17;17;17;17;17;17;16;16;17;17;18;18;18;18;18;18;18;19;18;18;18;18;17;;;;0.1;0.1;0.1;0.9;3.3;3.6;0.8;0.2;0.1;0.4;0.8;0.3;0.3;0.3;0.1;0.1;0.1;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;50;94;100;100
24.06.2023;11;13;13;15;14;14;12;13;13;14;15;14;14;14;14;14;14;13;14;14;13;12;11;11;1.7;1.8;1.7;1.8;1.8;1.7;1.7;1.6;1.6;1.5;1.5;1.5;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;17;18;17;18;18;18;18;18;18;19;19;19;20;19;19;19;19;19;19;18;18;17;17;17;;;;0.1;0.1;0.1;0.1;;;0.1;;;;;;0.1;0.1;;;;;;;;100;87;5;100;96;100;100;100;55;25;90;100;100;100;100;97;87;100;100;100;100;7;6;9
25.06.2023;13;13;15;16;17;17;18;13;12;8;7;9;11;12;13;12;11;11;10;10;9;8;7;7;1.5;1.5;1.6;1.7;1.7;1.8;1.9;1.8;1.8;1.7;1.7;1.6;1.5;1.5;1.5;1.5;1.6;1.6;1.5;1.5;1.4;1.4;1.5;1.6;6;6;6;6;6;6;6;6;7;7;7;8;9;9;9;9;9;9;6;9;9;8;7;7;17;17;18;17;17;17;16;16;16;16;18;19;19;18;18;18;17;17;17;16;16;14;13;12;;;;;;0.1;0.9;0.6;0.2;;;0.3;;0.4;0.5;0.7;1.1;0.7;0.3;0.5;0.3;0.1;;;80;6;100;60;100;73;100;100;100;100;;14;;;47;20;17;5;;;;;;
26.06.2023;8;9;8;7;8;8;8;7;8;9;10;10;10;10;12;12;9;9;11;13;14;11;13;12;1.6;1.5;1.4;1.4;1.3;1.3;1.2;1.2;1.2;1.2;1.1;1.1;1.1;1.1;1.2;1.3;1.4;1.4;1.3;1.4;1.4;1.3;1.3;1.2;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;5;5;5;6;5;5;5;5;5;12;12;11;11;11;11;11;12;13;14;15;17;17;18;18;17;18;18;17;17;16;16;16;16;;;;;;;;;;;;;;;0.1;0.2;0.3;0.3;0.3;;;;;;;6;;;;;100;100;100;100;100;100;100;100;100;100;100;100;87;66;100;100;100;100
27.06.2023;13;12;14;15;14;15;16;16;16;15;16;17;17;17;17;18;17;17;16;16;15;13;12;11;1.1;1.1;1.1;1.2;1.2;1.3;1.5;1.5;1.5;1.5;1.5;1.5;1.6;1.6;1.6;1.6;1.6;1.7;1.7;1.6;1.6;1.5;1.4;1.3;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;16;16;16;16;16;16;17;17;17;18;18;18;18;18;18;19;19;19;19;19;19;18;17;17;;;;;;0.2;;0.1;;;;;;0.1;;0.1;;;;;;;;;100;100;100;100;100;100;100;98;98;100;95;99;100;100;100;100;86;90;99;49;66;94;46;44
28.06.2023;10;10;9;10;10;10;11;12;14;15;14;12;7;7;8;7;10;8;12;10;12;11;10;8;1.2;1.2;1.1;1.1;1.1;1;1;1;1.1;1.2;1.2;1.3;1.2;1;1;0.9;0.9;0.8;0.8;0.8;0.8;0.8;0.8;0.8;6;6;6;6;6;6;6;6;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;17;17;17;17;17;17;17;17;17;17;17;17;14;14;15;19;18;18;18;18;16;15;13;12;;;;;;;0.1;0.1;0.1;0.2;0.1;0.3;0.1;;;;0.1;;0.1;;;;;;65;100;100;100;100;100;100;100;100;100;100;100;100;100;100;86;51;100;100;100;100;100;;
29.06.2023;7;7;7;7;7;7;6;6;8;9;9;9;9;8;7;7;10;9;9;7;7;10;10;11;0.8;0.8;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.5;0.5;0.5;0.4;0.5;0.6;0.7;0.8;0.8;1.1;1.1;1.3;1.3;1.3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;4;5;5;5;6;6;11;10;10;10;9;9;9;11;13;15;16;17;18;17;17;18;18;17;17;16;16;15;15;15;;;;;;;;;;;;;0.1;0.1;0.1;0.1;0.1;0.2;0.3;0.1;;0.1;;;;;;;;;;;;;;;6;98;100;100;99;100;100;100;100;100;100;84
30.06.2023;13;14;13;11;11;10;9;10;10;9;9;10;10;11;10;11;11;11;11;11;11;11;11;12;1.2;1.3;1.3;1.2;1.2;1.1;1;1.1;1.1;1.1;1.1;1.1;1.1;1.2;1.2;1.2;1.3;1.3;1.4;1.4;1.5;1.5;1.4;1.4;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;7;7;7;7;7;7;7;7;7;15;14;14;13;13;13;13;14;15;15;15;15;16;16;17;16;17;17;17;17;16;16;16;16;;;;1.1;1.2;0.2;0.3;;;;0.1;;;0.1;;0.6;;0.1;;0.1;;0.1;0.1;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
01.07.2023;14;13;13;12;12;12;11;12;13;13;14;13;14;15;15;15;16;15;15;14;13;11;9;8;1.3;1.3;1.3;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.1;1.1;1.1;1.1;1;1;1;1;1.1;1.1;1.1;1;1;7;7;7;8;8;8;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;15;15;15;14;14;14;15;15;15;16;16;17;18;18;18;19;18;18;17;16;15;14;12;11;0.1;;;;;0.1;;0.1;;;;;;0.1;;;;;;;;;;;100;100;100;59;55;72;93;100;100;100;;5;5;;;;5;15;10;;5;6;;6
02.07.2023;8;8;8;7;11;10;11;9;8;8;9;10;10;11;11;10;11;11;12;12;12;10;9;8;0.9;0.9;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.7;0.7;0.7;0.7;0.7;0.7;0.8;0.8;0.9;0.9;0.9;0.9;0.9;7;7;7;7;7;7;7;7;7;7;6;6;6;6;6;6;6;6;6;5;6;6;6;6;11;11;11;11;14;14;14;14;14;14;15;16;16;16;16;16;16;16;16;16;15;14;13;11;;;;;;;;;;;;;;;;;;0.1;;;;;;;7;7;8;33;100;100;99;100;100;100;100;100;100;100;100;100;100;100;100;100;12;100;100;100
03.07.2023;8;8;8;9;10;12;14;17;18;16;17;17;15;17;17;17;16;14;14;12;11;10;9;9;0.9;1;1;0.9;1;1;1.2;1.4;1.6;1.7;1.6;1.6;1.5;1.4;1.3;1.3;1.4;1.3;1.3;1.3;1.3;1.3;1.3;1.3;6;6;6;6;6;5;5;5;6;6;6;7;7;7;7;7;7;7;7;6;6;6;6;6;11;11;10;10;10;11;12;13;14;15;16;16;17;18;18;18;18;17;17;16;15;14;13;13;;;;;;;;;;0.1;;;;;;;;;;;;;;;100;100;5;15;32;23;100;100;100;100;20;99;64;25;68;94;100;76;69;41;93;100;100;100
04.07.2023;9;8;8;8;7;6;6;5;6;6;6;8;10;10;10;7;8;10;11;12;12;11;12;11;1.2;1.2;1.1;1;0.9;0.9;0.8;0.8;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.8;0.8;0.9;0.9;6;6;6;6;6;6;6;6;6;6;6;6;5;5;5;5;5;5;5;5;5;5;5;5;13;11;10;10;9;9;9;11;13;14;15;15;15;15;16;16;16;16;15;15;14;13;12;11;;;;;;;;;;;;0.2;0.6;0.3;0.2;0.3;0.3;0.4;0.8;0.7;0.3;;;;100;100;7;;;;;;;6;26;39;75;87;26;99;100;100;72;92;71;28;80;91
05.07.2023;9;9;8;7;7;7;6;7;8;9;9;11;11;11;10;11;9;12;10;9;9;8;9;9;0.9;0.8;0.8;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.8;0.8;0.9;1;1.3;1.4;1.4;1.4;1.2;1.2;1.2;5;5;5;6;6;6;5;4;4;4;4;5;5;6;6;6;6;6;6;6;6;6;6;6;10;10;10;9;9;9;11;11;13;14;16;16;16;16;16;17;17;17;17;16;15;14;13;12;;;;;;;;;;;;0.2;0.2;0.3;0.3;0.3;0.2;0.3;0.2;0.2;0.1;;;0.1;80;5;5;5;83;58;100;100;16;13;56;60;100;100;100;68;99;43;100;73;100;96;82;81
06.07.2023;9;11;10;9;8;7;10;12;13;14;17;20;20;20;23;24;25;25;25;24;24;21;22;21;1.2;1.1;1.1;1;0.9;0.9;1;1;1.1;1.1;1.3;1.5;1.7;1.9;2.2;2.6;2.8;3;3.1;3.1;3.1;3.1;3.1;3;6;5;5;5;5;6;6;5;5;5;5;6;6;6;6;7;7;8;8;8;8;8;8;8;12;13;12;12;12;12;13;14;15;15;15;16;16;16;15;15;15;16;16;16;16;16;16;16;;;;;;;0.1;0.2;0.1;0.3;0.3;0.1;0.1;;0.2;0.6;0.4;0.8;0.4;0.1;1.5;0.8;0.6;0.3;100;100;100;100;100;100;100;100;90;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
07.07.2023;20;20;18;18;18;18;17;16;16;18;17;17;16;17;18;17;16;16;15;14;14;14;14;16;2.9;2.9;2.8;2.7;2.6;2.5;2.5;2.4;2.4;2.4;2.3;2.2;2.2;2.2;2.1;2.1;2;2;1.9;1.8;1.8;1.9;1.9;2;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;16;16;16;16;16;16;16;16;16;16;17;17;17;17;18;18;18;18;17;17;17;17;16;17;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.1;0.1;0.2;;;;;;;;;;;100;93;91;100;100;100;100;100;100;98;100;100;100;100;81;68;100;30;99;100;100;100;99;100
08.07.2023;17;19;19;19;20;21;23;20;19;19;17;15;14;13;11;11;10;9;9;8;8;6;6;6;2.1;2.2;2.3;2.4;2.6;2.8;3.1;3.4;3.5;3.4;3.3;3.1;2.9;2.8;2.7;2.5;2.5;2.4;2.2;2.1;2;1.8;1.7;1.7;8;8;8;8;8;8;8;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;9;17;17;17;16;16;16;17;16;15;16;16;16;17;17;17;17;17;17;17;16;15;15;14;13;;;;0.2;1.4;0.2;0.4;0.1;;;;;;;;;;;;;;;;0.2;49;100;100;100;100;100;100;100;100;15;;13;65;73;100;100;37;100;100;100;100;100;100;100
09.07.2023;6;7;9;9;8;8;8;9;10;11;11;12;12;12;14;14;14;13;12;11;10;10;9;9;1.6;1.5;1.5;1.5;1.5;1.5;1.6;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.4;1.4;1.4;1.4;1.4;1.3;1.3;1.3;1.3;1.3;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8;8;8;8;8;7;7;7;14;14;14;14;14;14;14;14;15;16;16;16;17;17;17;17;17;17;16;16;15;15;14;14;0.3;0.5;0.9;0.7;0.6;0.9;1.1;0.6;0.6;0.5;0.5;0.4;0.2;;;;;;0.1;0.1;0.2;0.1;0.1;0.1;100;100;100;100;100;94;94;61;12;5;;66;18;14;100;100;100;100;92;100;100;100;100;100
10.07.2023;9;9;9;10;7;8;5;6;11;9;13;14;13;14;19;19;20;19;18;15;13;12;10;10;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.5;1.5;1.7;1.8;1.9;1.9;1.9;2;2.1;2.1;2;1.9;1.9;1.8;1.9;1.9;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;8;8;8;8;8;8;14;14;14;14;14;14;14;15;14;14;15;15;16;18;18;17;17;17;16;16;16;15;14;15;0.3;0.2;0.3;0.7;0.4;0.1;0.4;0.3;2.7;3.5;1.3;1.3;0.4;0.2;0.1;;;;;;;0.2;0.4;0.2;100;100;90;100;100;100;100;100;100;100;100;100;100;48;8;42;6;74;8;8;7;69;37;71
11.07.2023;10;6;6;7;7;4;3;3;3;2;1;3;4;6;7;8;7;12;13;13;12;10;7;8;1.9;1.7;1.7;1.7;1.6;1.6;1.5;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;14;13;13;13;13;12;12;13;14;15;16;16;17;16;18;18;19;19;18;17;16;15;13;12;0.1;;;;;;;;;;0.2;0.9;0.8;0.1;0.5;0.8;0.2;0.3;0.3;0.1;;;;;10;6;6;22;49;11;100;100;100;84;25;42;59;100;26;71;86;;10;;;23;9;16
12.07.2023;9;9;10;9;8;9;9;9;10;11;10;10;10;10;10;11;10;8;9;8;7;5;5;5;1.3;1.4;1.4;1.4;1.4;1.3;1.3;1.3;1.2;1.2;1.2;1.1;1.1;1.1;1.1;1.2;1.2;1.2;1.1;1.1;1.1;1;1;0.9;8;8;8;8;8;8;8;8;8;8;8;8;7;7;7;7;7;7;7;7;7;7;7;7;12;11;13;12;13;13;12;14;15;16;16;17;18;18;18;18;18;17;18;17;16;15;13;12;;;;;;;;;;0.1;;0.1;0.1;0.1;0.3;0.3;0.3;0.3;0.3;0.2;0.1;0.1;0.1;;71;29;100;96;98;100;100;100;100;85;100;80;90;99;100;90;99;99;11;13;26;10;9;91
13.07.2023;5;5;5;4;4;3;2;2;3;5;7;9;11;11;13;13;14;14;15;13;12;11;11;9;0.9;0.9;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.9;0.9;0.9;1;1;0.9;1;0.9;0.9;0.9;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;4;4;4;5;5;5;5;5;5;12;12;11;11;11;10;11;12;14;15;16;16;16;17;16;17;16;17;16;16;16;15;15;15;;;;;;;;;;;;;;;;;;;;;;;;;100;100;55;16;20;52;47;100;92;98;99;100;100;100;100;100;100;100;100;100;100;100;100;100
14.07.2023;8;8;8;9;11;13;16;17;18;21;22;21;19;12;10;12;15;17;19;18;19;18;17;16;0.8;0.8;0.9;0.9;1;1.1;1.3;1.5;1.7;1.9;2.2;2.3;2.3;2.6;2.5;2.4;2.4;2.5;2.9;2.9;3;2.9;2.7;2.5;5;5;5;5;5;5;5;5;6;6;6;7;7;8;8;8;8;8;8;8;8;8;8;8;14;14;14;15;15;14;14;14;14;14;14;15;15;16;17;17;16;16;18;17;16;15;14;14;;;0.1;0.3;0.4;0.9;2.8;1.8;1.6;2.3;2.3;1.8;0.8;0.8;0.4;;0.1;;0.2;0.4;0.4;0.1;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;11;51;5;;;6
15.07.2023;14;12;11;12;12;11;10;11;11;9;11;12;13;15;14;13;16;16;16;17;16;15;14;14;2.3;2.1;2;2;1.9;1.9;1.9;1.8;1.8;1.8;1.8;1.8;1.8;2;2.1;2.3;2.3;2.3;2.3;2.2;2.2;2.2;2.1;2.1;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;14;13;13;13;13;13;13;13;14;14;15;16;16;15;15;15;14;16;16;15;14;14;14;14;0.1;;;;0.1;;0.1;;;;;;0.1;0.2;0.1;0.2;0.4;;0.1;;;;;;28;5;6;7;11;24;13;9;17;100;100;100;100;100;100;100;100;100;96;100;100;100;100;100
16.07.2023;13;13;12;12;11;10;10;8;8;9;10;10;11;10;11;10;10;8;7;7;6;7;7;8;2.1;1.9;1.8;1.8;1.7;1.6;1.5;1.4;1.3;1.3;1.2;1.2;1.1;1.1;1;1;1;1.1;1.2;1.2;1.2;1.2;1.2;1.1;9;9;9;9;8;8;8;8;8;7;7;7;7;7;7;7;7;7;6;6;6;6;6;6;14;14;14;14;13;12;13;13;14;15;15;16;16;16;16;16;17;16;15;15;15;14;13;12;;;;;;0.1;0.3;;;;0.1;0.1;0.1;0.3;0.3;0.3;0.3;0.3;0.6;0.4;0.4;0.5;0.3;;100;86;89;100;77;100;100;93;98;66;25;100;82;100;100;100;100;92;100;100;21;25;25;67
17.07.2023;7;7;7;7;7;6;5;5;5;7;7;7;8;9;10;13;13;15;14;15;14;15;11;7;1.1;1;1;1;1;1;1;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;1;1.1;1.2;1.2;1.2;1.2;1.1;1;0.8;6;6;6;6;6;6;6;6;7;7;7;7;6;7;7;7;5;5;5;5;5;5;5;5;11;11;11;11;11;10;10;11;13;14;15;16;16;17;17;17;16;17;16;15;15;14;13;13;;;;;;;;;;;;;;;;0.1;;0.1;0.1;;;;0.1;0.1;66;100;14;13;15;70;76;12;10;9;9;53;48;36;74;100;100;100;100;100;100;100;100;100
18.07.2023;7;7;8;10;10;11;14;14;17;15;18;14;12;11;12;10;7;6;7;5;6;6;6;6;0.7;0.7;0.7;0.8;1;1.2;1.4;1.5;1.8;1.9;2;2;1.9;1.9;1.8;1.7;1.7;1.6;1.5;1.5;1.4;1.3;1.3;1.2;6;6;6;4;5;5;5;6;6;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;13;13;13;14;14;14;14;14;14;15;15;15;16;17;17;17;17;18;18;18;17;16;14;14;0.6;0.8;0.9;1;1.1;2.9;2.6;2;7.8;2.8;1.4;0.6;0.3;0.3;0.1;0.3;0.9;0.8;0.3;0.5;0.1;;;;100;100;100;100;100;100;100;100;100;100;100;100;91;89;13;68;96;81;55;68;20;8;6;6
19.07.2023;8;6;7;7;7;7;8;9;10;11;10;9;7;6;7;8;9;9;7;9;9;7;7;7;1.1;1.1;1;1;1;0.9;0.9;0.9;0.8;0.8;0.7;0.7;0.6;0.6;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;7;7;7;7;7;7;7;7;7;7;6;6;6;6;6;6;6;6;6;6;6;6;6;6;13;13;12;12;11;11;11;11;13;14;15;17;17;18;18;18;18;17;16;16;16;14;13;12;;;;;;;;;;;;;;0.1;0.1;0.1;0.2;0.4;0.4;0.2;0.1;;;;5;5;5;;9;19;22;26;69;92;65;5;24;18;38;71;70;65;99;99;19;24;22;12
20.07.2023;7;7;6;6;7;8;8;7;8;9;10;9;8;6;6;6;6;6;6;9;8;8;7;7;0.5;0.5;0.5;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.3;0.3;0.3;0.3;0.2;0.2;0.3;0.3;0.3;0.3;0.3;0.3;0.3;6;6;6;6;5;5;5;5;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;11;11;11;12;11;10;9;10;12;13;15;16;17;17;18;18;18;17;18;15;14;14;13;12;;;;;;;;;;;;;0.1;0.1;0.2;0.2;0.2;0.1;0.1;0.4;0.1;;;;30;86;100;92;99;99;;21;;5;14;12;19;59;96;71;100;100;27;100;100;100;71;36
21.07.2023;6;6;6;6;6;6;6;5;5;6;7;6;7;7;7;9;7;7;4;5;6;13;14;14;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.4;0.6;0.7;0.6;0.5;0.7;0.8;1.1;1.3;1.3;8;8;8;8;8;8;8;8;8;8;8;8;8;8;3;3;4;4;4;4;5;5;5;5;11;11;11;11;10;10;10;10;12;14;15;16;17;16;17;17;15;16;16;15;15;14;13;13;;;;;;;;;;;;;0.1;0.4;0.1;0.4;0.3;;0.1;0.1;;;0.8;0.3;56;100;100;100;100;100;89;76;68;51;32;77;93;100;100;100;100;100;100;100;100;100;100;100
22.07.2023;15;16;16;16;16;16;16;16;13;11;11;12;12;13;12;10;9;7;6;6;6;8;8;9;1.4;1.4;1.5;1.6;1.6;1.7;1.7;1.9;1.8;1.7;1.6;1.6;1.6;1.5;1.5;1.4;1.4;1.4;1.4;1.5;1.6;1.6;1.7;1.6;5;5;6;6;6;6;6;6;7;7;7;7;7;7;7;7;7;7;7;7;7;8;8;8;13;13;14;14;14;15;15;15;16;16;16;16;16;16;16;16;16;16;16;18;18;17;16;16;0.1;0.5;0.5;0.7;0.6;1.1;1.8;3;1.3;0.5;0.3;0.1;;0.1;;0.1;;0.2;1.3;;0.1;0.1;0.1;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;82;100;100;100
23.07.2023;10;9;10;11;11;10;9;8;8;9;8;7;7;7;7;5;3;7;14;11;8;11;10;10;1.6;1.6;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.4;1.4;1.4;1.3;1.2;1.2;1.2;1.1;1.1;1.1;1.1;1.1;1.1;1;1;8;8;8;8;8;8;8;8;8;8;7;7;7;7;7;7;7;7;7;7;7;7;7;7;15;15;15;15;15;15;15;15;16;16;16;16;16;17;18;18;17;16;14;15;14;14;14;14;;;;;;;;0.1;0.1;0.2;0.1;0.1;0.1;0.5;0.4;0.8;1.2;0.9;2.5;1.1;0.6;0.6;1.4;0.9;85;66;100;100;100;100;100;100;100;100;100;100;100;100;100;83;88;100;100;100;100;100;100;100
24.07.2023;11;11;13;13;14;12;11;10;11;11;12;10;9;8;8;9;10;11;11;10;9;7;7;6;1;1;1;1;1;1;0.9;0.9;0.8;0.8;0.8;0.7;0.7;0.6;0.6;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;6;6;6;6;6;6;6;6;6;6;14;13;12;12;12;12;11;11;12;14;15;16;17;18;18;17;17;16;16;16;15;13;12;11;0.1;;;;;;;;;;;;;0.1;0.3;0.5;0.7;0.6;0.3;0.1;0.1;;;;100;77;33;7;24;40;;;;11;12;16;100;32;59;100;18;100;100;100;100;100;72;100
25.07.2023;7;7;7;7;6;7;7;6;6;6;6;4;2;5;8;10;9;10;11;10;9;9;9;7;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.3;0.3;0.3;0.3;0.3;0.3;0.2;0.3;0.3;0.3;0.4;0.4;0.4;0.5;0.5;0.5;6;6;6;6;6;6;6;6;6;14;14;14;13;13;13;13;13;13;3;3;3;3;3;3;11;10;10;9;9;9;8;9;11;13;14;15;17;17;17;16;15;16;16;15;15;14;13;13;;;;;;;;;;;;;;;;;;;;;;;;;100;99;66;11;10;12;5;6;5;6;7;8;6;12;25;99;100;67;37;100;100;75;8;
26.07.2023;7;8;6;7;7;8;11;11;12;11;11;10;12;15;14;14;16;17;16;16;15;14;14;13;0.4;0.5;0.5;0.5;0.5;0.6;0.6;0.7;0.8;0.8;0.9;0.9;1;1.1;1.2;1.3;1.5;1.6;1.7;1.9;2;2;2;2;3;3;3;3;3;3;3;4;4;4;4;4;5;5;5;5;5;6;6;6;7;7;7;8;13;13;13;13;14;14;15;15;15;15;16;16;16;16;16;16;16;16;16;16;16;16;16;16;;;;;;0.1;0.1;0.1;0.4;0.1;0.2;0.1;0.4;0.5;0.6;0.9;0.6;0.6;0.6;0.1;;;;0.1;;100;5;100;36;59;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
27.07.2023;13;12;11;10;9;8;7;6;6;6;6;7;8;9;10;11;13;14;14;14;13;13;12;11;2;1.9;1.9;1.8;1.8;1.7;1.6;1.6;1.5;1.5;1.4;1.4;1.4;1.3;1.3;1.3;1.4;1.4;1.5;1.5;1.5;1.5;1.4;1.4;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;6;5;5;5;5;16;16;16;16;16;16;16;16;17;18;17;17;17;18;19;19;19;18;18;18;17;16;16;15;;0.1;;;;0.1;;;;0.1;;0.1;;;;;0.1;;;;;;;;100;100;100;100;100;100;100;100;89;100;100;100;100;100;100;83;75;100;100;;51;100;71;100
